data;empresa;servico;cmv;valor
2031-06-28;MH Refeições;Vantage;1;150
2031-06-28;MH Refeições;Rondon R/R;1;24
2031-06-28;MH Refeições;Elisa Agro;1;456
2031-06-29;MH Refeições;Grupo Tamburi;1;633
2031-06-29;MH Refeições;Vantage;1;120
2031-06-29;MH Refeições;Rondon R/R;1;0
2031-06-29;MH Refeições;Elisa Agro;1;312
2031-06-30;MH Refeições;Grupo Tamburi;1;580
2031-06-30;MH Refeições;Vantage;1;150
2031-06-30;MH Refeições;Rondon R/R;1;24
2031-06-30;MH Refeições;Elisa Agro;1;264
2031-07-01;MH Refeições;Grupo Tamburi;1;739
2031-07-01;MH Refeições;Vantage;1;140
2031-07-01;MH Refeições;Rondon R/R;1;28
2031-07-01;MH Refeições;Elisa Agro;1;503
2031-07-02;MH Refeições;Grupo Tamburi;1;739
2031-07-02;MH Refeições;Vantage;1;140
2031-07-02;MH Refeições;Rondon R/R;1;0
2031-07-02;MH Refeições;Elisa Agro;1;280
2031-07-03;MH Refeições;Grupo Tamburi;1;646
2031-07-03;MH Refeições;Vantage;1;175
2031-07-03;MH Refeições;Rondon R/R;1;28
2031-07-03;MH Refeições;Elisa Agro;1;503
2031-07-04;MH Refeições;Grupo Tamburi;1;831
2031-07-04;MH Refeições;Vantage;1;140
2031-07-04;MH Refeições;Rondon R/R;1;28
2031-07-04;MH Refeições;Elisa Agro;1;336
2031-07-05;MH Refeições;Grupo Tamburi;1;708
2031-07-05;MH Refeições;Vantage;1;175
2031-07-05;MH Refeições;Rondon R/R;1;28
2031-07-05;MH Refeições;Elisa Agro;1;364
2031-07-06;MH Refeições;Grupo Tamburi;1;893
2031-07-06;MH Refeições;Vantage;1;140
2031-07-06;MH Refeições;Rondon R/R;1;28
2031-07-06;MH Refeições;Elisa Agro;1;475
2031-07-07;MH Refeições;Grupo Tamburi;1;862
2031-07-07;MH Refeições;Vantage;1;175
2031-07-07;MH Refeições;Rondon R/R;1;0
2031-07-07;MH Refeições;Elisa Agro;1;336
2031-07-08;MH Refeições;Grupo Tamburi;1;800
2031-07-08;MH Refeições;Vantage;1;140
2031-07-08;MH Refeições;Rondon R/R;1;28
2031-07-08;MH Refeições;Elisa Agro;1;420
2031-07-09;MH Refeições;Grupo Tamburi;1;708
2031-07-09;MH Refeições;Vantage;1;140
2031-07-09;MH Refeições;Rondon R/R;1;28
2031-07-09;MH Refeições;Elisa Agro;1;280
2031-07-10;MH Refeições;Grupo Tamburi;1;862
2031-07-10;MH Refeições;Vantage;1;175
2031-07-10;MH Refeições;Rondon R/R;1;0
2031-07-10;MH Refeições;Elisa Agro;1;308
2031-07-11;MH Refeições;Grupo Tamburi;1;800
2031-07-11;MH Refeições;Vantage;1;175
2031-07-11;MH Refeições;Rondon R/R;1;28
2031-07-11;MH Refeições;Elisa Agro;1;280
2031-07-12;MH Refeições;Grupo Tamburi;1;616
2031-07-12;MH Refeições;Vantage;1;175
2031-07-12;MH Refeições;Rondon R/R;1;0
2031-07-12;MH Refeições;Elisa Agro;1;448
2031-07-13;MH Refeições;Grupo Tamburi;1;677
2031-07-13;MH Refeições;Vantage;1;175
2031-07-13;MH Refeições;Rondon R/R;1;28
2031-07-13;MH Refeições;Elisa Agro;1;448
2031-07-14;MH Refeições;Grupo Tamburi;1;708
2031-07-14;MH Refeições;Vantage;1;175
2031-07-14;MH Refeições;Rondon R/R;1;28
2031-07-14;MH Refeições;Elisa Agro;1;308
2031-07-15;MH Refeições;Grupo Tamburi;1;677
2031-07-15;MH Refeições;Vantage;1;175
2031-07-15;MH Refeições;Rondon R/R;1;0
2031-07-15;MH Refeições;Elisa Agro;1;336
2031-07-16;MH Refeições;Grupo Tamburi;1;616
2031-07-16;MH Refeições;Vantage;1;175
2031-07-16;MH Refeições;Rondon R/R;1;0
2031-07-16;MH Refeições;Elisa Agro;1;280
2031-07-17;MH Refeições;Grupo Tamburi;1;800
2031-07-17;MH Refeições;Vantage;1;140
2031-07-17;MH Refeições;Rondon R/R;1;28
2031-07-17;MH Refeições;Elisa Agro;1;364
2031-07-18;MH Refeições;Grupo Tamburi;1;646
2031-07-18;MH Refeições;Vantage;1;175
2031-07-18;MH Refeições;Rondon R/R;1;28
2031-07-18;MH Refeições;Elisa Agro;1;336
2031-07-19;MH Refeições;Grupo Tamburi;1;646
2031-07-19;MH Refeições;Vantage;1;175
2031-07-19;MH Refeições;Rondon R/R;1;28
2031-07-19;MH Refeições;Elisa Agro;1;392
2031-07-20;MH Refeições;Grupo Tamburi;1;677
2031-07-20;MH Refeições;Vantage;1;175
2031-07-20;MH Refeições;Rondon R/R;1;28
2031-07-20;MH Refeições;Elisa Agro;1;448
2031-07-21;MH Refeições;Grupo Tamburi;1;677
2031-07-21;MH Refeições;Vantage;1;140
2031-07-21;MH Refeições;Rondon R/R;1;0
2031-07-21;MH Refeições;Elisa Agro;1;392
2031-07-22;MH Refeições;Grupo Tamburi;1;616
2031-07-22;MH Refeições;Vantage;1;140
2031-07-22;MH Refeições;Rondon R/R;1;0
2031-07-22;MH Refeições;Elisa Agro;1;392
2031-07-23;MH Refeições;Grupo Tamburi;1;800
2031-07-23;MH Refeições;Vantage;1;140
2031-07-23;MH Refeições;Rondon R/R;1;0
2031-07-23;MH Refeições;Elisa Agro;1;475
2031-07-24;MH Refeições;Grupo Tamburi;1;708
2031-07-24;MH Refeições;Vantage;1;175
2031-07-24;MH Refeições;Rondon R/R;1;0
2031-07-24;MH Refeições;Elisa Agro;1;280
2031-07-25;MH Refeições;Grupo Tamburi;1;770
2031-07-25;MH Refeições;Vantage;1;140
2031-07-25;MH Refeições;Rondon R/R;1;0
2031-07-25;MH Refeições;Elisa Agro;1;364
2031-07-26;MH Refeições;Grupo Tamburi;1;800
2031-07-26;MH Refeições;Vantage;1;140
2031-07-26;MH Refeições;Rondon R/R;1;28
2031-07-26;MH Refeições;Elisa Agro;1;280
2031-07-27;MH Refeições;Grupo Tamburi;1;646
2031-07-27;MH Refeições;Vantage;1;140
2031-07-27;MH Refeições;Rondon R/R;1;28
2031-07-27;MH Refeições;Elisa Agro;1;448
2031-07-28;MH Refeições;Grupo Tamburi;1;646
2031-07-28;MH Refeições;Vantage;1;175
2031-07-28;MH Refeições;Rondon R/R;1;0
2031-07-28;MH Refeições;Elisa Agro;1;475
2031-07-29;MH Refeições;Grupo Tamburi;1;862
2031-07-29;MH Refeições;Vantage;1;175
2031-07-29;MH Refeições;Rondon R/R;1;28
2031-07-29;MH Refeições;Elisa Agro;1;336
2031-07-30;MH Refeições;Grupo Tamburi;1;646
2031-07-30;MH Refeições;Vantage;1;140
2031-07-30;MH Refeições;Rondon R/R;1;0
2031-07-30;MH Refeições;Elisa Agro;1;308
2031-07-31;MH Refeições;Grupo Tamburi;1;708
2031-07-31;MH Refeições;Vantage;1;140
2031-07-31;MH Refeições;Rondon R/R;1;28
2031-07-31;MH Refeições;Elisa Agro;1;475
2031-08-01;MH Refeições;Grupo Tamburi;1;629
2031-08-01;MH Refeições;Vantage;1;162
2031-08-01;MH Refeições;Rondon R/R;1;0
2031-08-01;MH Refeições;Elisa Agro;1;338
2031-08-02;MH Refeições;Grupo Tamburi;1;772
2031-08-02;MH Refeições;Vantage;1;130
2031-08-02;MH Refeições;Rondon R/R;1;26
2031-08-02;MH Refeições;Elisa Agro;1;338
2031-08-03;MH Refeições;Grupo Tamburi;1;686
2031-08-03;MH Refeições;Vantage;1;130
2031-08-03;MH Refeições;Rondon R/R;1;26
2031-08-03;MH Refeições;Elisa Agro;1;416
2031-08-04;MH Refeições;Grupo Tamburi;1;686
2031-08-04;MH Refeições;Vantage;1;162
2031-08-04;MH Refeições;Rondon R/R;1;26
2031-08-04;MH Refeições;Elisa Agro;1;390
2031-08-05;MH Refeições;Grupo Tamburi;1;686
2031-08-05;MH Refeições;Vantage;1;162
2031-08-05;MH Refeições;Rondon R/R;1;26
2031-08-05;MH Refeições;Elisa Agro;1;312
2031-08-06;MH Refeições;Grupo Tamburi;1;800
2031-08-06;MH Refeições;Vantage;1;162
2031-08-06;MH Refeições;Rondon R/R;1;26
2031-08-06;MH Refeições;Elisa Agro;1;494
2031-08-07;MH Refeições;Grupo Tamburi;1;657
2031-08-07;MH Refeições;Vantage;1;130
2031-08-07;MH Refeições;Rondon R/R;1;26
2031-08-07;MH Refeições;Elisa Agro;1;312
2031-08-08;MH Refeições;Grupo Tamburi;1;772
2031-08-08;MH Refeições;Vantage;1;162
2031-08-08;MH Refeições;Rondon R/R;1;0
2031-08-08;MH Refeições;Elisa Agro;1;286
2031-08-09;MH Refeições;Grupo Tamburi;1;715
2031-08-09;MH Refeições;Vantage;1;130
2031-08-09;MH Refeições;Rondon R/R;1;0
2031-08-09;MH Refeições;Elisa Agro;1;260
2031-08-10;MH Refeições;Grupo Tamburi;1;743
2031-08-10;MH Refeições;Vantage;1;130
2031-08-10;MH Refeições;Rondon R/R;1;26
2031-08-10;MH Refeições;Elisa Agro;1;494
2031-08-11;MH Refeições;Grupo Tamburi;1;657
2031-08-11;MH Refeições;Vantage;1;162
2031-08-11;MH Refeições;Rondon R/R;1;0
2031-08-11;MH Refeições;Elisa Agro;1;338
2031-08-12;MH Refeições;Grupo Tamburi;1;657
2031-08-12;MH Refeições;Vantage;1;130
2031-08-12;MH Refeições;Rondon R/R;1;0
2031-08-12;MH Refeições;Elisa Agro;1;390
2031-08-13;MH Refeições;Grupo Tamburi;1;829
2031-08-13;MH Refeições;Vantage;1;130
2031-08-13;MH Refeições;Rondon R/R;1;0
2031-08-13;MH Refeições;Elisa Agro;1;338
2031-08-14;MH Refeições;Grupo Tamburi;1;600
2031-08-14;MH Refeições;Vantage;1;162
2031-08-14;MH Refeições;Rondon R/R;1;0
2031-08-14;MH Refeições;Elisa Agro;1;442
2031-08-15;MH Refeições;Grupo Tamburi;1;800
2031-08-15;MH Refeições;Vantage;1;130
2031-08-15;MH Refeições;Rondon R/R;1;26
2031-08-15;MH Refeições;Elisa Agro;1;416
2031-08-16;MH Refeições;Grupo Tamburi;1;715
2031-08-16;MH Refeições;Vantage;1;162
2031-08-16;MH Refeições;Rondon R/R;1;0
2031-08-16;MH Refeições;Elisa Agro;1;312
2031-08-17;MH Refeições;Grupo Tamburi;1;572
2031-08-17;MH Refeições;Vantage;1;130
2031-08-17;MH Refeições;Rondon R/R;1;26
2031-08-17;MH Refeições;Elisa Agro;1;338
2031-08-18;MH Refeições;Grupo Tamburi;1;715
2031-08-18;MH Refeições;Vantage;1;130
2031-08-18;MH Refeições;Rondon R/R;1;26
2031-08-18;MH Refeições;Elisa Agro;1;260
2031-08-19;MH Refeições;Grupo Tamburi;1;743
2031-08-19;MH Refeições;Vantage;1;162
2031-08-19;MH Refeições;Rondon R/R;1;26
2031-08-19;MH Refeições;Elisa Agro;1;390
2031-08-20;MH Refeições;Grupo Tamburi;1;686
2031-08-20;MH Refeições;Vantage;1;130
2031-08-20;MH Refeições;Rondon R/R;1;26
2031-08-20;MH Refeições;Elisa Agro;1;442
2031-08-21;MH Refeições;Grupo Tamburi;1;686
2031-08-21;MH Refeições;Vantage;1;162
2031-08-21;MH Refeições;Rondon R/R;1;26
2031-08-21;MH Refeições;Elisa Agro;1;364
2031-08-22;MH Refeições;Grupo Tamburi;1;715
2031-08-22;MH Refeições;Vantage;1;162
2031-08-22;MH Refeições;Rondon R/R;1;26
2031-08-22;MH Refeições;Elisa Agro;1;494
2031-08-23;MH Refeições;Grupo Tamburi;1;743
2031-08-23;MH Refeições;Vantage;1;162
2031-08-23;MH Refeições;Rondon R/R;1;26
2031-08-23;MH Refeições;Elisa Agro;1;312
2031-08-24;MH Refeições;Grupo Tamburi;1;743
2031-08-24;MH Refeições;Vantage;1;130
2031-08-24;MH Refeições;Rondon R/R;1;0
2031-08-24;MH Refeições;Elisa Agro;1;494
2031-08-25;MH Refeições;Grupo Tamburi;1;629
2031-08-25;MH Refeições;Vantage;1;162
2031-08-25;MH Refeições;Rondon R/R;1;0
2031-08-25;MH Refeições;Elisa Agro;1;442
2031-08-26;MH Refeições;Grupo Tamburi;1;772
2031-08-26;MH Refeições;Vantage;1;162
2031-08-26;MH Refeições;Rondon R/R;1;0
2031-08-26;MH Refeições;Elisa Agro;1;390
2031-08-27;MH Refeições;Grupo Tamburi;1;772
2031-08-27;MH Refeições;Vantage;1;130
2031-08-27;MH Refeições;Rondon R/R;1;0
2031-08-27;MH Refeições;Elisa Agro;1;442
2031-08-28;MH Refeições;Grupo Tamburi;1;829
2031-08-28;MH Refeições;Vantage;1;130
2031-08-28;MH Refeições;Rondon R/R;1;26
2031-08-28;MH Refeições;Elisa Agro;1;390
2031-08-29;MH Refeições;Grupo Tamburi;1;600
2031-08-29;MH Refeições;Vantage;1;162
2031-08-29;MH Refeições;Rondon R/R;1;0
2031-08-29;MH Refeições;Elisa Agro;1;494
2031-08-30;MH Refeições;Grupo Tamburi;1;629
2031-08-30;MH Refeições;Vantage;1;162
2031-08-30;MH Refeições;Rondon R/R;1;0
2031-08-30;MH Refeições;Elisa Agro;1;442
2031-08-31;MH Refeições;Grupo Tamburi;1;629
2031-08-31;MH Refeições;Vantage;1;130
2031-08-31;MH Refeições;Rondon R/R;1;26
2031-08-31;MH Refeições;Elisa Agro;1;338
2031-09-01;MH Refeições;Grupo Tamburi;1;772
2031-09-01;MH Refeições;Vantage;1;130
2031-09-01;MH Refeições;Rondon R/R;1;26
2031-09-01;MH Refeições;Elisa Agro;1;286
2031-09-02;MH Refeições;Grupo Tamburi;1;743
2031-09-02;MH Refeições;Vantage;1;162
2031-09-02;MH Refeições;Rondon R/R;1;26
2031-09-02;MH Refeições;Elisa Agro;1;312
2031-09-03;MH Refeições;Grupo Tamburi;1;715
2031-09-03;MH Refeições;Vantage;1;162
2031-09-03;MH Refeições;Rondon R/R;1;0
2031-09-03;MH Refeições;Elisa Agro;1;338
2031-09-04;MH Refeições;Grupo Tamburi;1;829
2031-09-04;MH Refeições;Vantage;1;162
2031-09-04;MH Refeições;Rondon R/R;1;26
2031-09-04;MH Refeições;Elisa Agro;1;416
2031-09-05;MH Refeições;Grupo Tamburi;1;600
2031-09-05;MH Refeições;Vantage;1;162
2031-09-05;MH Refeições;Rondon R/R;1;26
2031-09-05;MH Refeições;Elisa Agro;1;338
2031-09-06;MH Refeições;Grupo Tamburi;1;715
2031-09-06;MH Refeições;Vantage;1;162
2031-09-06;MH Refeições;Rondon R/R;1;26
2031-09-06;MH Refeições;Elisa Agro;1;468
2031-09-07;MH Refeições;Grupo Tamburi;1;829
2031-09-07;MH Refeições;Vantage;1;130
2031-09-07;MH Refeições;Rondon R/R;1;26
2031-09-07;MH Refeições;Elisa Agro;1;260
2031-09-08;MH Refeições;Grupo Tamburi;1;600
2031-09-08;MH Refeições;Vantage;1;162
2031-09-08;MH Refeições;Rondon R/R;1;26
2031-09-08;MH Refeições;Elisa Agro;1;286
2031-09-09;MH Refeições;Grupo Tamburi;1;743
2031-09-09;MH Refeições;Vantage;1;162
2031-09-09;MH Refeições;Rondon R/R;1;0
2031-09-09;MH Refeições;Elisa Agro;1;338
2031-09-10;MH Refeições;Grupo Tamburi;1;686
2031-09-10;MH Refeições;Vantage;1;130
2031-09-10;MH Refeições;Rondon R/R;1;26
2031-09-10;MH Refeições;Elisa Agro;1;468
2031-09-11;MH Refeições;Grupo Tamburi;1;629
2031-09-11;MH Refeições;Vantage;1;130
2031-09-11;MH Refeições;Rondon R/R;1;26
2031-09-11;MH Refeições;Elisa Agro;1;364
2031-09-12;MH Refeições;Grupo Tamburi;1;772
2031-09-12;MH Refeições;Vantage;1;130
2031-09-12;MH Refeições;Rondon R/R;1;0
2031-09-12;MH Refeições;Elisa Agro;1;468
2031-09-13;MH Refeições;Grupo Tamburi;1;686
2031-09-13;MH Refeições;Vantage;1;162
2031-09-13;MH Refeições;Rondon R/R;1;0
2031-09-13;MH Refeições;Elisa Agro;1;468
2031-09-14;MH Refeições;Grupo Tamburi;1;743
2031-09-14;MH Refeições;Vantage;1;162
2031-09-14;MH Refeições;Rondon R/R;1;26
2031-09-14;MH Refeições;Elisa Agro;1;468
2031-09-15;MH Refeições;Grupo Tamburi;1;686
2031-09-15;MH Refeições;Vantage;1;130
2031-09-15;MH Refeições;Rondon R/R;1;0
2031-09-15;MH Refeições;Elisa Agro;1;494
2031-09-16;MH Refeições;Grupo Tamburi;1;629
2031-09-16;MH Refeições;Vantage;1;130
2031-09-16;MH Refeições;Rondon R/R;1;26
2031-09-16;MH Refeições;Elisa Agro;1;416
2031-09-17;MH Refeições;Grupo Tamburi;1;829
2031-09-17;MH Refeições;Vantage;1;130
2031-09-17;MH Refeições;Rondon R/R;1;26
2031-09-17;MH Refeições;Elisa Agro;1;416
2031-09-18;MH Refeições;Grupo Tamburi;1;686
2031-09-18;MH Refeições;Vantage;1;162
2031-09-18;MH Refeições;Rondon R/R;1;26
2031-09-18;MH Refeições;Elisa Agro;1;260
2031-09-19;MH Refeições;Grupo Tamburi;1;829
2031-09-19;MH Refeições;Vantage;1;162
2031-09-19;MH Refeições;Rondon R/R;1;26
2031-09-19;MH Refeições;Elisa Agro;1;286
2031-09-20;MH Refeições;Grupo Tamburi;1;715
2031-09-20;MH Refeições;Vantage;1;130
2031-09-20;MH Refeições;Rondon R/R;1;26
2031-09-20;MH Refeições;Elisa Agro;1;468
2031-09-21;MH Refeições;Grupo Tamburi;1;657
2031-09-21;MH Refeições;Vantage;1;130
2031-09-21;MH Refeições;Rondon R/R;1;26
2031-09-21;MH Refeições;Elisa Agro;1;338
2031-09-22;MH Refeições;Grupo Tamburi;1;829
2031-09-22;MH Refeições;Vantage;1;162
2031-09-22;MH Refeições;Rondon R/R;1;26
2031-09-22;MH Refeições;Elisa Agro;1;338
2031-09-23;MH Refeições;Grupo Tamburi;1;600
2031-09-23;MH Refeições;Vantage;1;162
2031-09-23;MH Refeições;Rondon R/R;1;26
2031-09-23;MH Refeições;Elisa Agro;1;494
2031-09-24;MH Refeições;Grupo Tamburi;1;829
2031-09-24;MH Refeições;Vantage;1;130
2031-09-24;MH Refeições;Rondon R/R;1;26
2031-09-24;MH Refeições;Elisa Agro;1;286
2031-09-25;MH Refeições;Grupo Tamburi;1;829
2031-09-25;MH Refeições;Vantage;1;162
2031-09-25;MH Refeições;Rondon R/R;1;26
2031-09-25;MH Refeições;Elisa Agro;1;390
2031-09-26;MH Refeições;Grupo Tamburi;1;772
2031-09-26;MH Refeições;Vantage;1;162
2031-09-26;MH Refeições;Rondon R/R;1;0
2031-09-26;MH Refeições;Elisa Agro;1;260
2031-09-27;MH Refeições;Grupo Tamburi;1;800
2031-09-27;MH Refeições;Vantage;1;162
2031-09-27;MH Refeições;Rondon R/R;1;0
2031-09-27;MH Refeições;Elisa Agro;1;312
2031-09-28;MH Refeições;Grupo Tamburi;1;657
2031-09-28;MH Refeições;Vantage;1;130
2031-09-28;MH Refeições;Rondon R/R;1;0
2031-09-28;MH Refeições;Elisa Agro;1;260
2031-09-29;MH Refeições;Grupo Tamburi;1;657
2031-09-29;MH Refeições;Vantage;1;130
2031-09-29;MH Refeições;Rondon R/R;1;26
2031-09-29;MH Refeições;Elisa Agro;1;416
2031-09-30;MH Refeições;Grupo Tamburi;1;743
2031-09-30;MH Refeições;Vantage;1;130
2031-09-30;MH Refeições;Rondon R/R;1;26
2031-09-30;MH Refeições;Elisa Agro;1;338
2031-10-01;MH Refeições;Grupo Tamburi;1;633
2031-10-01;MH Refeições;Vantage;1;120
2031-10-01;MH Refeições;Rondon R/R;1;0
2031-10-01;MH Refeições;Elisa Agro;1;456
2031-10-02;MH Refeições;Grupo Tamburi;1;739
2031-10-02;MH Refeições;Vantage;1;150
2031-10-02;MH Refeições;Rondon R/R;1;24
2031-10-02;MH Refeições;Elisa Agro;1;312
2031-10-03;MH Refeições;Grupo Tamburi;1;633
2031-10-03;MH Refeições;Vantage;1;120
2031-10-03;MH Refeições;Rondon R/R;1;24
2031-10-03;MH Refeições;Elisa Agro;1;240
2031-10-04;MH Refeições;Grupo Tamburi;1;765
2031-10-04;MH Refeições;Vantage;1;150
2031-10-04;MH Refeições;Rondon R/R;1;0
2031-10-04;MH Refeições;Elisa Agro;1;360
2031-10-05;MH Refeições;Grupo Tamburi;1;765
2031-10-05;MH Refeições;Vantage;1;150
2031-10-05;MH Refeições;Rondon R/R;1;24
2031-10-05;MH Refeições;Elisa Agro;1;240
2031-10-06;MH Refeições;Grupo Tamburi;1;739
2031-10-06;MH Refeições;Vantage;1;120
2031-10-06;MH Refeições;Rondon R/R;1;24
2031-10-06;MH Refeições;Elisa Agro;1;432
2031-10-07;MH Refeições;Grupo Tamburi;1;712
2031-10-07;MH Refeições;Vantage;1;120
2031-10-07;MH Refeições;Rondon R/R;1;0
2031-10-07;MH Refeições;Elisa Agro;1;288
2031-10-08;MH Refeições;Grupo Tamburi;1;739
2031-10-08;MH Refeições;Vantage;1;150
2031-10-08;MH Refeições;Rondon R/R;1;24
2031-10-08;MH Refeições;Elisa Agro;1;288
2031-10-09;MH Refeições;Grupo Tamburi;1;580
2031-10-09;MH Refeições;Vantage;1;120
2031-10-09;MH Refeições;Rondon R/R;1;24
2031-10-09;MH Refeições;Elisa Agro;1;432
2031-10-10;MH Refeições;Grupo Tamburi;1;580
2031-10-10;MH Refeições;Vantage;1;150
2031-10-10;MH Refeições;Rondon R/R;1;24
2031-10-10;MH Refeições;Elisa Agro;1;312
2031-10-11;MH Refeições;Grupo Tamburi;1;712
2031-10-11;MH Refeições;Vantage;1;150
2031-10-11;MH Refeições;Rondon R/R;1;0
2031-10-11;MH Refeições;Elisa Agro;1;360
2031-10-12;MH Refeições;Grupo Tamburi;1;633
2031-10-12;MH Refeições;Vantage;1;120
2031-10-12;MH Refeições;Rondon R/R;1;0
2031-10-12;MH Refeições;Elisa Agro;1;408
2031-10-13;MH Refeições;Grupo Tamburi;1;554
2031-10-13;MH Refeições;Vantage;1;120
2031-10-13;MH Refeições;Rondon R/R;1;0
2031-10-13;MH Refeições;Elisa Agro;1;240
2031-10-14;MH Refeições;Grupo Tamburi;1;765
2031-10-14;MH Refeições;Vantage;1;150
2031-10-14;MH Refeições;Rondon R/R;1;0
2031-10-14;MH Refeições;Elisa Agro;1;432
2031-10-15;MH Refeições;Grupo Tamburi;1;607
2031-10-15;MH Refeições;Vantage;1;120
2031-10-15;MH Refeições;Rondon R/R;1;0
2031-10-15;MH Refeições;Elisa Agro;1;240
2031-10-16;MH Refeições;Grupo Tamburi;1;686
2031-10-16;MH Refeições;Vantage;1;150
2031-10-16;MH Refeições;Rondon R/R;1;0
2031-10-16;MH Refeições;Elisa Agro;1;456
2031-10-17;MH Refeições;Grupo Tamburi;1;554
2031-10-17;MH Refeições;Vantage;1;150
2031-10-17;MH Refeições;Rondon R/R;1;24
2031-10-17;MH Refeições;Elisa Agro;1;432
2031-10-18;MH Refeições;Grupo Tamburi;1;528
2031-10-18;MH Refeições;Vantage;1;120
2031-10-18;MH Refeições;Rondon R/R;1;0
2031-10-18;MH Refeições;Elisa Agro;1;336
2031-10-19;MH Refeições;Grupo Tamburi;1;580
2031-10-19;MH Refeições;Vantage;1;150
2031-10-19;MH Refeições;Rondon R/R;1;24
2031-10-19;MH Refeições;Elisa Agro;1;264
2031-10-20;MH Refeições;Grupo Tamburi;1;765
2031-10-20;MH Refeições;Vantage;1;150
2031-10-20;MH Refeições;Rondon R/R;1;0
2031-10-20;MH Refeições;Elisa Agro;1;336
2031-10-21;MH Refeições;Grupo Tamburi;1;554
2031-10-21;MH Refeições;Vantage;1;150
2031-10-21;MH Refeições;Rondon R/R;1;24
2031-10-21;MH Refeições;Elisa Agro;1;384
2031-10-22;MH Refeições;Grupo Tamburi;1;739
2031-10-22;MH Refeições;Vantage;1;150
2031-10-22;MH Refeições;Rondon R/R;1;24
2031-10-22;MH Refeições;Elisa Agro;1;384
2031-10-23;MH Refeições;Grupo Tamburi;1;765
2031-10-23;MH Refeições;Vantage;1;150
2031-10-23;MH Refeições;Rondon R/R;1;0
2031-10-23;MH Refeições;Elisa Agro;1;360
2031-10-24;MH Refeições;Grupo Tamburi;1;554
2031-10-24;MH Refeições;Vantage;1;150
2031-10-24;MH Refeições;Rondon R/R;1;24
2031-10-24;MH Refeições;Elisa Agro;1;432
2031-10-25;MH Refeições;Grupo Tamburi;1;607
2031-10-25;MH Refeições;Vantage;1;120
2031-10-25;MH Refeições;Rondon R/R;1;24
2031-10-25;MH Refeições;Elisa Agro;1;384
2031-10-26;MH Refeições;Grupo Tamburi;1;686
2031-10-26;MH Refeições;Vantage;1;120
2031-10-26;MH Refeições;Rondon R/R;1;0
2031-10-26;MH Refeições;Elisa Agro;1;384
2031-10-27;MH Refeições;Grupo Tamburi;1;580
2031-10-27;MH Refeições;Vantage;1;150
2031-10-27;MH Refeições;Rondon R/R;1;24
2031-10-27;MH Refeições;Elisa Agro;1;264
2031-10-28;MH Refeições;Grupo Tamburi;1;554
2031-10-28;MH Refeições;Vantage;1;150
2031-10-28;MH Refeições;Rondon R/R;1;24
2031-10-28;MH Refeições;Elisa Agro;1;336
2031-10-29;MH Refeições;Grupo Tamburi;1;660
2031-10-29;MH Refeições;Vantage;1;120
2031-10-29;MH Refeições;Rondon R/R;1;0
2031-10-29;MH Refeições;Elisa Agro;1;240
2031-10-30;MH Refeições;Grupo Tamburi;1;633
2031-10-30;MH Refeições;Vantage;1;150
2031-10-30;MH Refeições;Rondon R/R;1;24
2031-10-30;MH Refeições;Elisa Agro;1;264
2031-10-31;MH Refeições;Grupo Tamburi;1;660
2031-10-31;MH Refeições;Vantage;1;120
2031-10-31;MH Refeições;Rondon R/R;1;0
2031-10-31;MH Refeições;Elisa Agro;1;408
2031-11-01;MH Refeições;Grupo Tamburi;1;508
2031-11-01;MH Refeições;Vantage;1;110
2031-11-01;MH Refeições;Rondon R/R;1;0
2031-11-01;MH Refeições;Elisa Agro;1;242
2031-11-02;MH Refeições;Grupo Tamburi;1;556
2031-11-02;MH Refeições;Vantage;1;110
2031-11-02;MH Refeições;Rondon R/R;1;0
2031-11-02;MH Refeições;Elisa Agro;1;418
2031-11-03;MH Refeições;Grupo Tamburi;1;556
2031-11-03;MH Refeições;Vantage;1;137
2031-11-03;MH Refeições;Rondon R/R;1;0
2031-11-03;MH Refeições;Elisa Agro;1;286
2031-11-04;MH Refeições;Grupo Tamburi;1;653
2031-11-04;MH Refeições;Vantage;1;137
2031-11-04;MH Refeições;Rondon R/R;1;0
2031-11-04;MH Refeições;Elisa Agro;1;242
2031-11-05;MH Refeições;Grupo Tamburi;1;508
2031-11-05;MH Refeições;Vantage;1;110
2031-11-05;MH Refeições;Rondon R/R;1;22
2031-11-05;MH Refeições;Elisa Agro;1;308
2031-11-06;MH Refeições;Grupo Tamburi;1;484
2031-11-06;MH Refeições;Vantage;1;137
2031-11-06;MH Refeições;Rondon R/R;1;22
2031-11-06;MH Refeições;Elisa Agro;1;396
2031-11-07;MH Refeições;Grupo Tamburi;1;653
2031-11-07;MH Refeições;Vantage;1;110
2031-11-07;MH Refeições;Rondon R/R;1;0
2031-11-07;MH Refeições;Elisa Agro;1;264
2031-11-08;MH Refeições;Grupo Tamburi;1;605
2031-11-08;MH Refeições;Vantage;1;137
2031-11-08;MH Refeições;Rondon R/R;1;0
2031-11-08;MH Refeições;Elisa Agro;1;396
2031-11-09;MH Refeições;Grupo Tamburi;1;701
2031-11-09;MH Refeições;Vantage;1;137
2031-11-09;MH Refeições;Rondon R/R;1;22
2031-11-09;MH Refeições;Elisa Agro;1;286
2031-11-10;MH Refeições;Grupo Tamburi;1;701
2031-11-10;MH Refeições;Vantage;1;137
2031-11-10;MH Refeições;Rondon R/R;1;22
2031-11-10;MH Refeições;Elisa Agro;1;374
